"path","status","review_basis","last_reviewed"
"aats/services/execution_control/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_control/command_service.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_control/monitor.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_control/order_service.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_control/order_state_machine.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_control/shadow.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_control/subsystem.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/account_snapshot_cache.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/baseline_import.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/bundle_recovery.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/bundle_status.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/bundle_status_backfill.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/exchange_adapter.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/exit_execution_writer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/exit_intent_aggregator.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/fill_event_cache.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/lifecycle_snapshot_refs.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/obligation_cache.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/obligation_writer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/obligations.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/okx_account.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/okx_adapter.py","PARTIALLY REVIEWED","已检查与审计主题相关的关键区段、调用方或测试，但未逐行封板","2026-08-24"
"aats/services/execution_engine/okx_bills.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/okx_private_websocket.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/okx_rest.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/order_manager.py","PARTIALLY REVIEWED","已检查与审计主题相关的关键区段、调用方或测试，但未逐行封板","2026-08-24"
"aats/services/execution_engine/order_state_cache.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/order_truth.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/orderbook_snapshot_refs.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/outbox.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/paper_adapter.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/planner.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/quantity_rules.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/recovery.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/state_machine.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/execution_engine/state_writer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/calculator.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/liquidity.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/long_short_poller.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/oi_state.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/regime.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/timeseries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/trend.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/volatility.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/feature_engine/warmup.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/fee_resolver.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/fill_ordering.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/abort_hooks.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/adaptive_controls.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/derivatives_live_guard.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/drift_score.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/guard_signal_cache.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/health.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/kill_switch.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/mode.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/policy.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/recovery_posture.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/risk.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/runtime_layers.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/governance_engine/trial_guard.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/ledger/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/ledger/funding_fee_sync.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/ledger/lot_projection.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/ledger/persistent_lot_book.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/ledger/posting.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/ledger/settlement_posting.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/demo_provider.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/gateway.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/normalizer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/okx_normalizer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/okx_websocket.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/market_gateway/publisher.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/_parallel.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/account_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/accounts.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/audit_replay_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/blocker_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/command_bridge.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/dashboard_snapshot.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/lifecycle_attribution.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/missed_market_replay.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/passwords.py","FULLY REVIEWED","本次逐段完整读取或由完整清单核对；结论仍受冻结基线约束","2026-08-24"
"aats/services/operator/query_service.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/rdp_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/reconciliation_system_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/recovery_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/report_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/runtime_profiles.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/runtime_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_activation.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_context.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_optimization.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_policies.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_recommendations.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_seed.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profile_snapshot.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_profiles.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/strategy_queries.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/operator/ui_capabilities.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/decimals.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/fill_projection_writer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/initial_balance.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/instrument_states.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/outbox.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/pnl.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/position_keys.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/positions.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/reconstruction.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/snapshot_cache.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/snapshot_writer.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/portfolio_service/snapshots.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/projections/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/projections/ledger_portfolio.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/reconciliation_service/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/reconciliation_service/comparator.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/reconciliation_service/fetcher.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/reconciliation_service/repair.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/reconciliation_service/replay.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/recovery_control/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/recovery_control/exchange_order_reconciler.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/recovery_control/reconciliation_classifier.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/recovery_control/startup_recovery.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/runtime_scope.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/allocator.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/auto_parallel.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/base.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/coordinator.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/dca.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/families/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/families/independent_family.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/families/independent_models.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/families/legacy_adapters.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/families/registry.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/__init__.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/adaptive.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/diagnostics.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/economics.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/engine.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/execution_policy.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/gates.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/health.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/lifecycle.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/models.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/payload_normalization.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/replay.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/scoring.py","PARTIALLY REVIEWED","已检查与审计主题相关的关键区段、调用方或测试，但未逐行封板","2026-08-24"
"aats/services/strategy_engines/independent/sizing.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/state_machine.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/tuning.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/independent/versioning.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/overlay_parent_exposure.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/paper_trading_shadow.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/sleeve_budget_controller.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/sleeve_execution_permission.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/sleeve_identity.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/sleeve_inventory.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/sleeve_pnl_projection.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"aats/services/strategy_engines/sleeve_reason_codes.py","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
